22,714,1109,0
24,431,450,1
3,47,203,0
31,569,67,0
28,421,784,1
27,13,293,0
40,307,385,1
30,172,283,1
6,241,249,0
24,800,674,0
24,1444,1318,0
38,84,34,0
3,236,457,1
31,507,970,1
27,238,417,1
23,1881,1620,0
24,1613,1031,0
8,257,771,1
43,106,83,1
3,25,45,1
41,89,480,0
43,181,71,0
32,78,263,1
9,547,559,1
7,191,316,0
24,282,286,1
9,407,484,0
44,6,7,1
41,200,164,1
28,776,490,0
25,146,248,0
23,508,729,0
28,595,13,0
41,1196,68,0
24,122,57,0
42,425,605,0
24,150,144,1
34,474,715,1
30,9,919,0
18,266,519,0
33,305,549,1
22,203,842,0
7,121,572,1
30,302,666,0
26,355,502,1
34,477,712,1
37,391,41,0
22,525,368,1
43,349,443,1
23,1336,764,0
2,162,813,0
24,1627,1737,1
41,355,340,1
39,94,175,1
24,372,1237,0
22,809,618,1
41,251,222,1
28,648,916,0
44,120,101,1
7,86,388,1
33,14,18,1
23,1758,396,0
15,159,378,0
43,271,341,1
23,795,860,1
23,1269,1496,1
21,35,46,1
24,509,555,1
43,178,305,0
22,758,532,1
7,344,771,0
34,397,598,1
23,982,1137,1
23,1610,1323,0
6,345,774,1
24,1315,1372,1
22,931,764,1
35,89,205,1
5,291,553,1
41,1008,1261,1
41,80,757,0
22,1087,854,0
23,481,424,1
31,308,526,1
24,1196,308,0
31,11,1137,0
42,371,193,0
23,1325,1827,0
41,701,908,1
43,228,270,1
32,29,269,0
44,600,578,1
42,353,367,1
41,285,260,1
5,353,633,1
23,911,1011,1
1,175,24,0
15,358,188,0
7,149,960,0
16,236,380,0
34,194,182,1
1,63,73,1
23,301,254,1
5,288,313,0
6,483,967,0
29,43,72,0
41,171,153,1
28,797,663,0
15,231,492,0
35,25,41,1
31,69,107,1
22,903,723,1
23,1919,2334,1
18,197,182,0
42,292,404,0
30,585,953,1
24,647,1029,0
16,416,569,1
31,116,169,1
12,281,651,1
22,993,829,1
23,1321,1442,0
22,1028,187,0
30,340,656,1
42,158,146,1
40,9,7,1
26,484,617,1
23,630,1854,0
25,21,16,1
31,538,95,0
23,960,2184,0
18,39,447,0
31,599,143,0
12,356,805,1
23,700,2294,0
27,242,105,0
13,126,4,0
41,815,796,0
9,242,123,1
23,1742,2095,1
24,1033,1783,0
35,259,625,0
22,603,835,0
36,109,31,0
35,624,664,0
43,246,312,1
33,411,193,0
44,359,238,0
37,87,105,1
40,107,344,0
7,60,1445,0
22,43,303,0
30,43,42,1
7,250,1818,1
40,295,382,1
6,74,964,0
3,282,509,0
34,24,680,0
23,1790,105,0
12,72,131,1
2,115,366,1
31,34,226,0
41,1408,374,0
26,89,717,0
41,620,766,1
31,669,1116,0
9,561,606,1
24,1517,741,0
2,209,712,1
6,184,421,1
18,9,34,1
18,89,231,1
41,977,1235,1
40,159,191,1
33,110,790,0
3,139,310,0
22,545,386,1
15,395,388,0
23,1335,404,0
24,1237,378,0
28,488,836,1
23,941,1760,0
13,109,544,0
44,498,551,0
42,498,313,0
41,237,204,1
8,421,743,0
23,1808,2211,1
40,308,109,0
31,314,305,0
30,215,298,0
7,258,1852,1
23,881,2001,0
24,111,99,1
42,430,604,0
41,470,516,1
37,376,492,1
28,24,698,0
36,147,289,1
42,44,46,1
24,860,670,0
42,28,384,0
22,945,770,1
5,113,214,1
2,327,861,1
31,432,573,0
23,1129,611,0
23,1565,1813,1
24,1301,1334,1
39,102,198,1
24,983,1089,1
13,416,632,1
12,469,457,0
37,6,7,1
33,147,159,1
22,52,664,0
23,1459,1335,0
12,195,537,0
28,502,1009,0
24,273,1136,0
39,11,8,1
2,435,997,0
12,136,338,0
44,528,118,0
41,374,373,1
23,149,1513,0
32,53,20,0
41,416,47,0
19,32,189,0
24,405,397,1
28,450,804,1
2,387,979,1
12,75,136,1
41,1161,1361,1
24,1458,1523,1
34,143,130,1
13,242,378,1
28,388,772,1
28,640,917,1
5,165,655,0
8,418,1307,1
35,384,855,1
42,241,457,0
30,267,43,0
3,286,304,0
8,184,99,0
22,623,424,1
41,614,108,0
42,170,332,0
34,34,24,1
14,119,157,1
24,373,368,1
24,697,744,1
2,108,371,1
22,237,180,0
23,292,234,1
13,247,771,0
40,149,167,1
6,280,650,1
22,675,697,0
23,1723,2111,1
41,125,559,0
22,981,785,1
29,65,103,1
5,356,638,1
23,221,174,1
26,41,118,1
18,156,87,0
12,325,42,0
24,241,296,0
7,98,446,1
27,192,384,1
28,97,313,1
35,637,95,0
24,911,1609,0
15,52,317,0
37,192,243,1
24,1228,1500,0
24,1581,1654,1
37,216,278,1
23,665,831,0
26,570,438,0
7,76,1349,0
22,276,294,0
37,295,362,1
28,174,858,0
22,200,141,0
6,396,722,0
24,1532,1488,0
30,546,929,1
41,176,919,0
22,373,234,1
29,35,62,0
34,436,676,1
9,219,116,1
33,31,24,1
24,71,57,1
34,393,603,1
13,282,431,1
23,1582,1132,0
22,783,840,0
7,65,349,0
13,377,563,1
43,325,419,1
3,268,349,0
22,499,317,1
23,1465,1690,1
12,422,564,0
38,198,183,0
44,277,529,0
35,34,73,1
30,52,71,1
44,155,131,1
31,72,333,0
23,97,72,1
36,110,125,0
33,353,320,0
24,732,625,0
23,1886,536,0
5,76,139,1
5,319,453,0
34,460,675,0
28,157,386,0
23,871,323,0
24,1085,1183,1
24,1131,1234,1
9,31,105,0
34,285,238,0
22,1103,105,0
37,2,1,1
7,77,1587,0
22,20,24,1
22,899,717,1
23,1676,1654,0
34,275,344,0
33,225,318,0
26,233,424,1
28,176,516,1
43,229,267,1
44,603,559,0
35,233,632,0
2,249,241,0
24,594,484,0
33,276,491,1
12,369,834,1
37,279,466,0
6,354,122,0
30,28,151,0
23,1528,1800,1
18,109,323,1
7,112,544,1
44,331,314,1
22,485,882,0
27,215,293,0
31,27,1334,0
31,549,1035,1
25,246,226,1
5,3,6,1
9,495,390,1
2,372,382,0
14,3,7,1
24,1273,1306,1
10,11,85,0
18,200,551,0
12,404,911,1
6,209,475,1
24,1339,1597,0
2,401,466,0
24,787,587,0
12,77,150,1
7,189,1234,1
37,285,356,1
31,223,318,1
42,238,530,0
41,1039,208,0
33,355,135,0
9,152,154,0
37,119,883,0
2,316,883,0
37,502,814,1
22,32,529,0
44,29,536,0
24,1509,133,0
35,634,1103,1
24,524,573,1
35,55,95,1
37,172,776,0
16,143,459,0
18,157,421,1
40,207,420,0
31,254,750,0
12,246,572,1
41,749,711,0
22,829,593,0
34,286,306,1
9,393,779,0
28,235,330,0
24,140,127,1
28,164,254,0
41,682,353,0
37,155,166,0
26,262,685,0
25,242,311,0
9,537,521,1
2,199,554,1
25,91,87,1
8,36,1027,0
44,224,256,0
15,130,254,1
41,161,396,0
23,313,477,0
41,205,174,1
30,217,29,0
37,498,801,1
26,415,490,0
41,362,343,1
23,550,608,0
15,162,287,1
9,310,177,1
2,214,720,1
37,397,533,1
18,156,349,0
7,111,523,1
12,288,674,1
6,285,24,0
13,222,331,0
30,384,723,1
22,675,1046,0
23,1468,1728,1
41,796,1023,1
16,394,528,0
23,1245,1476,1
2,388,960,1
37,78,836,0
37,14,43,0
44,147,2,0
13,427,634,1
41,794,1149,0
41,379,375,1
24,1052,1286,0
30,483,846,1
27,15,439,0
24,357,1706,0
37,233,294,1
7,191,1241,1
28,22,92,0
44,117,92,1
43,15,412,0
41,577,1340,0
24,922,1210,0
34,192,175,1
42,133,120,1
34,109,203,0
2,426,836,0
12,588,997,1
37,410,540,1
43,92,69,1
24,1655,606,0
44,481,429,0
22,656,676,0
41,503,566,1
5,286,551,1
33,115,101,1
15,81,206,1
27,76,237,0
5,99,185,1
44,486,263,0
37,426,311,0
16,170,273,0
6,221,517,1
23,952,1068,1
31,245,1319,0
23,1536,1113,0
44,320,515,0
41,412,444,1
19,60,147,0
24,262,264,1
8,313,1005,1
30,497,859,1
23,593,1530,0
19,51,170,1
44,501,497,1
42,328,320,1
24,424,478,0
2,318,541,0
16,150,520,0
37,42,51,1
27,56,284,1
30,411,751,1
23,1626,1930,1
18,131,351,1
24,1088,1196,1
36,62,135,1
7,27,67,1
41,662,1458,0
23,1822,2226,1
15,235,247,0
23,260,29,0
41,745,21,0
33,448,463,0
9,182,233,0
22,1058,997,1
23,385,334,1
22,1105,1105,1
2,394,971,1
31,605,1101,1
2,362,916,1
37,136,176,1
9,390,245,1
34,435,826,0
23,77,56,1
31,318,64,0
3,17,28,1
17,184,278,1
35,559,1056,1
42,195,486,0
37,167,216,1
22,178,665,0
6,281,662,1
44,144,127,1
32,13,27,0
32,168,110,0
24,1591,1672,1
24,383,58,0
35,212,766,0
15,217,361,1
37,259,330,1
19,57,197,1
8,279,920,1
42,282,284,0
24,375,447,0
26,512,264,0
3,60,267,0
31,516,990,1
23,1429,1783,0
44,587,335,0
35,1,4,1
34,425,665,1
33,152,590,0
28,56,188,1
37,379,506,1
31,289,1173,0
40,334,181,0
23,1314,2253,0
9,334,229,0
34,410,818,0
23,304,253,1
37,302,823,0
2,229,737,1
15,174,301,1
33,57,48,1
23,1649,1855,0
23,1692,2069,1
6,390,987,0
36,239,385,1
8,303,968,1
41,948,1212,1
10,17,6,0
8,303,989,0
24,1030,1122,1
6,198,446,1
41,369,350,1
24,72,136,0
12,436,960,1
43,294,382,1
24,55,40,1
23,1856,2266,1
24,1498,66,0
43,259,317,1
34,513,716,0
41,155,614,0
32,136,309,1
24,183,531,0
22,407,929,0
39,93,145,1
37,296,377,1
12,218,179,0
26,553,176,0
6,372,817,1
2,42,16,0
30,50,296,0
30,252,468,1
7,265,1974,1
37,354,459,1
23,1804,2178,1
13,486,729,1
44,185,484,0
42,316,298,1
15,189,317,1
18,99,275,1
22,878,455,0
5,226,446,0
34,476,451,0
6,459,967,1
22,768,549,1
2,25,122,1
24,232,278,0
37,443,629,1
25,238,213,1
37,227,690,0
7,71,296,1
41,1007,1150,0
23,950,1051,1
19,36,65,0
37,139,181,1
31,31,22,1
2,60,447,0
8,373,1263,0
7,351,2217,1
14,31,30,1
24,884,132,0
12,177,979,0
18,91,253,1
23,1180,1407,1
9,77,36,1
12,424,768,0
24,47,31,1
13,451,683,1
33,311,584,1
12,168,418,1
37,197,792,0
3,114,74,0
31,356,191,0
13,53,352,0
24,1636,1730,1
42,250,216,1
30,167,273,1
44,207,190,1
8,249,741,1
23,674,640,1
41,882,1109,1
22,646,1002,0
44,484,214,0
3,108,215,1
42,54,492,0
8,302,953,1
22,256,498,0
6,192,413,1
42,571,163,0
24,1603,1684,1
35,279,864,0
8,144,510,0
42,228,551,0
22,922,706,1
23,327,663,0
5,77,138,1
34,205,196,1
34,168,214,0
22,800,611,1
7,6,17,1
23,631,595,1
24,953,1775,0
28,545,612,0
7,11,15,1
30,50,66,1
44,494,514,1
8,226,232,0
12,477,464,0
24,1488,1524,1
13,172,162,0
24,74,1090,0
22,698,561,0
23,916,1025,1
28,243,475,0
28,376,781,0
2,241,977,0
24,375,365,1
13,18,16,1
32,34,181,1
31,399,1026,0
41,489,541,1
40,74,71,1
26,149,640,0
23,1353,1601,1
18,245,310,0
10,4,91,0
22,1,2,1
23,255,526,0
37,257,325,1
22,435,261,1
23,1567,1847,1
32,58,317,0
26,432,578,1
41,250,231,1
30,535,299,0
18,203,560,0
6,364,797,1
12,420,878,0
34,333,477,0
18,75,328,0
13,433,301,0
41,325,304,1
24,906,992,1
34,244,511,0
27,98,300,1
37,289,366,1
9,556,577,1
8,318,241,0
24,1372,950,0
3,118,222,1
13,206,374,0
24,42,1612,0
31,91,1089,0
23,1548,1798,1
42,570,587,1
28,423,499,0
23,1403,1636,1
38,34,85,1
16,208,522,0
26,362,297,0
5,254,498,1
25,76,24,0
22,476,289,1
2,88,288,1
23,879,259,0
37,143,175,1
24,417,425,1
44,114,99,1
23,370,320,1
34,48,36,1
23,548,504,1
12,603,614,0
41,190,170,1
23,1092,1260,1
26,259,113,0
44,474,493,1
18,276,368,0
23,250,782,0
25,39,282,0
24,1031,1158,1
31,274,451,1
23,425,1206,0
28,395,759,1
27,195,91,0
24,912,273,0
30,149,231,1
33,402,688,1
26,583,687,1
15,382,490,1
44,366,391,0
41,1281,1018,0
23,871,1468,0
23,480,414,1
26,361,599,0
31,466,903,1
12,578,490,0
22,1006,892,1
42,226,215,0
5,172,496,0
22,900,727,1
11,43,112,0
41,968,815,0
13,39,79,1
42,471,503,1
23,1038,1197,1
34,427,97,0
33,346,245,0
24,292,297,1
41,556,1399,0
31,397,757,1
27,213,62,0
29,153,206,1
24,1297,769,0
13,24,41,1
9,88,365,0
24,1344,1364,1
9,598,898,0
37,364,7,0
3,231,416,1
23,777,1788,0
37,435,600,1
9,504,418,1
34,442,675,1
9,55,671,0
23,1778,2183,1
23,1851,917,0
14,33,38,1
26,302,471,1
37,249,554,0
34,340,446,1
25,128,125,1
41,29,646,0
19,4,8,1
37,367,754,0
23,1697,2058,1
42,316,476,0
15,315,522,0
41,363,997,0
12,67,119,1
37,116,137,1
23,1864,2213,1
8,433,23,0
35,351,808,1
23,1431,1457,0
31,382,1123,0
41,678,797,0
43,73,14,0
9,613,914,1
41,783,1443,0
37,448,546,0
35,277,623,1
41,105,99,1
41,535,601,1
18,43,604,0
40,308,410,1
37,349,376,0
23,341,290,1
23,1661,1970,1
30,131,208,1
37,364,372,0
41,428,1508,0
24,1677,1366,0
23,92,70,1
30,75,129,1
8,213,1136,0
23,682,654,1
24,604,1045,0
28,114,384,1
9,536,519,1
31,601,1363,0
3,99,54,0
7,124,588,1
37,212,48,0
8,429,1336,1
12,262,598,1
8,314,1085,0
41,1314,1480,0
13,495,48,0
8,73,276,0
13,286,420,1
44,35,38,1
41,72,58,1
18,5,116,0
7,203,1291,1
35,300,969,0
23,1025,1192,1
41,248,228,1
37,493,774,1
22,29,1069,0
24,1117,1214,1
30,33,334,0
31,178,580,0
41,1303,1510,0
29,110,92,0
37,308,383,1
30,433,798,0
9,555,934,0
28,766,673,0
12,332,772,1
24,1485,1558,1
8,427,1333,1
23,402,1767,0
9,450,79,0
27,177,373,1
24,1443,1513,1
40,84,83,1
12,545,703,0
9,626,695,0
31,138,599,0
9,625,582,0
26,194,758,0
42,506,218,0
23,596,544,1
32,106,282,1
16,578,51,0
33,320,606,1
35,223,716,0
31,96,676,0
6,439,902,1
23,1864,130,0
32,191,385,1
28,496,205,0
23,1558,1863,1
23,1264,1503,1
18,135,365,1
13,210,364,1
44,345,333,1
28,402,766,1
34,133,459,0
8,96,243,1
24,1562,23,0
31,283,819,0
12,518,873,0
24,904,997,1
2,123,379,1
31,313,539,1
2,192,562,1
24,295,904,0
9,418,154,0
31,162,1319,0
22,956,270,0
33,348,2,0
13,330,494,1
23,1321,1554,1
3,104,457,0
37,383,515,1
9,264,151,1
36,247,327,0
2,274,798,1
23,665,625,1
12,43,62,1
18,81,152,0
22,355,791,0
32,149,321,1
26,174,666,0
23,452,634,0
12,275,625,1
22,152,592,0
22,914,934,0
43,264,306,1
22,814,687,0
33,157,176,1
42,58,59,1
24,1398,1456,1
41,1050,1317,1
23,1454,1726,1
41,784,1020,1
24,1075,1161,1
24,411,422,1
24,1639,400,0
42,98,358,0
8,264,816,1
22,896,689,1
41,886,293,0
41,212,162,1
24,1200,206,0
41,483,485,0
23,505,473,1
9,259,619,0
13,346,523,1
35,583,584,0
31,476,900,1
29,51,72,0
42,249,219,1
15,180,296,1
35,104,214,1
22,1047,526,0
41,654,840,1
27,23,222,1
41,398,418,1
23,949,1053,0
23,211,1604,0
24,362,1748,0
23,533,639,0
2,308,896,0
26,436,30,0
36,101,219,1
23,1604,2089,0
31,546,469,0
8,104,253,1
6,330,764,1
12,48,84,1
35,371,837,1
3,242,462,1
35,230,526,1
13,92,215,1
44,382,394,1
1,186,159,1
34,392,560,1
28,696,982,1
24,418,418,1
28,646,929,1
12,565,995,1
41,414,429,1
26,240,429,1
35,347,793,1
23,876,986,1
25,147,136,1
26,252,245,0
23,731,795,1
15,267,389,1
23,24,17,1
15,142,274,1
18,80,200,1
23,349,296,1
34,504,736,0
42,571,588,1
24,1349,1340,1
28,297,295,0
33,384,137,0
24,469,994,0
37,264,844,0
17,29,45,0
30,273,322,0
43,66,291,0
13,111,232,0
32,77,198,0
42,216,195,1
8,340,1052,1
35,473,1005,1
24,888,951,1
2,315,887,0
37,252,722,0
23,777,852,1
23,710,766,1
12,204,652,0
16,80,760,0
44,415,476,0
31,161,593,0
34,374,536,1
12,196,348,0
8,158,425,1
17,138,113,0
23,75,59,1
34,321,640,0
23,1458,1569,0
23,1540,2194,0
30,376,136,0
26,197,393,1
24,415,438,1
24,422,433,1
22,238,1054,0
23,1440,220,0
16,472,616,1
44,371,380,1
35,269,385,0
9,422,284,1
24,1318,1326,1
30,395,738,1
2,435,350,0
31,470,911,1
31,152,47,0
18,179,484,1
44,161,139,1
31,47,67,1
37,111,6,0
37,142,182,1
5,109,193,1
24,922,1360,0
41,862,1107,1
34,46,703,0
28,101,318,1
41,1237,719,0
24,963,1062,1
22,247,397,0
3,26,48,1
30,554,884,0
23,727,268,0
30,494,858,1
22,978,830,1
33,450,834,1
8,10,51,1
24,1168,1516,0
24,1451,1530,1
26,713,9,0
42,510,26,0
24,973,1533,0
24,513,582,1
23,412,1439,0
18,127,348,1
41,218,177,1
7,327,2180,1
26,63,302,0
43,69,78,0
22,99,820,0
2,73,776,0
30,257,729,0
41,199,1063,0
33,334,799,0
17,246,338,1
31,162,1248,0
24,36,1781,0
24,275,271,1
22,976,848,1
12,423,941,1
40,133,156,0
9,303,497,0
24,540,602,1
44,361,252,0
26,499,719,0
22,891,702,1
8,132,345,1
37,109,132,1
23,1489,935,0
3,200,449,0
23,1193,2178,0
35,128,863,0
32,143,97,0
24,789,859,1
6,241,72,0
40,153,176,1
17,191,42,0
20,32,47,1
43,6,40,0
13,85,219,1
16,424,472,0
23,1016,2092,0
23,1411,1668,1
2,379,420,0
23,1631,1950,1
6,52,942,0
